n2.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,n4.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 69, 0.06521358191869749, insert, 1.0, 1.5, 0.9666666666666667
n3.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 68,n1.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66, 0.06521358191869749, insert, 1.0, 1.5, 0.9666666666666667
n3.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 68,n2.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67, 0.06521358191869749, insert, 1.0, 1.5, 0.9666666666666667
n3.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 68,n4.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 69, 0.06521358191869749, insert, 1.0, 1.5, 0.9666666666666667
n4.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 69,n1.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66, 0.06521358191869749, insert, 1.0, 1.5, 0.9666666666666667
n4.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 69,n2.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67, 0.06521358191869749, insert, 1.0, 1.5, 0.9666666666666667
n4.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 69,n3.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 68, 0.06521358191869749, insert, 1.0, 1.5, 0.9666666666666667
n1.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,perc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 72, 0.06155363599468895, insert, 1.0, 1.5, 0.875
n2.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,perc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 72, 0.06155363599468895, insert, 1.0, 1.5, 0.875
n3.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 68,perc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 72, 0.06155363599468895, insert, 1.0, 1.5, 0.875
n4.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 69,perc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 72, 0.06155363599468895, insert, 1.0, 1.5, 0.875
perc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 72,n1.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66, 0.06155363599468895, insert, 1.0, 1.5, 0.875
perc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 72,n2.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67, 0.06155363599468895, insert, 1.0, 1.5, 0.875
perc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 72,n3.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 68, 0.06155363599468895, insert, 1.0, 1.5, 0.875
perc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 72,n4.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 69, 0.06155363599468895, insert, 1.0, 1.5, 0.875
output+=(String.format("\nin that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 64,output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 70, 0.05376793284725262, insert, 1.0, 1.0, 0.68
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 70,output+=(String.format("\nin that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 64, 0.05376793284725262, insert, 1.0, 1.0, 0.68
output+=(String.format("Enter thresholds for A  B  C  D")); ,EXPRESSION_STATEMENT, line no: 63,output+=(String.format("\nin that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 64, 0.049674041990384686, insert, 1.0, 1.0, 0.5774647887323944
output+=(String.format("\nin that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 64,output+=(String.format("Enter thresholds for A  B  C  D")); ,EXPRESSION_STATEMENT, line no: 63, 0.049674041990384686, insert, 1.0, 1.0, 0.5774647887323944
output+=(String.format("Enter thresholds for A  B  C  D")); ,EXPRESSION_STATEMENT, line no: 63,output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 70, 0.04844437513960384, insert, 1.0, 1.0, 0.5466666666666666
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 70,output+=(String.format("Enter thresholds for A  B  C  D")); ,EXPRESSION_STATEMENT, line no: 63, 0.04844437513960384, insert, 1.0, 1.0, 0.5466666666666666
output+=(String.format("\nin that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 64,perc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 72, 0.03561535086103053, insert, 1.0, 0.0, 0.22535211267605634
perc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 72,output+=(String.format("\nin that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 64, 0.03561535086103053, insert, 1.0, 0.0, 0.22535211267605634
output+=(String.format("Enter thresholds for A  B  C  D")); ,EXPRESSION_STATEMENT, line no: 63,perc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 72, 0.035268569813173126, insert, 1.0, 0.0, 0.21666666666666667
perc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 72,output+=(String.format("Enter thresholds for A  B  C  D")); ,EXPRESSION_STATEMENT, line no: 63, 0.035268569813173126, insert, 1.0, 0.0, 0.21666666666666667
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 70,perc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 72, 0.03513548087048191, insert, 1.0, 0.0, 0.21333333333333335
perc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 72,output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 70, 0.03513548087048191, insert, 1.0, 0.0, 0.21333333333333335
output+=(String.format("\nin that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 64,n1.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66, 0.03505300321585636, insert, 1.0, 0.0, 0.2112676056338028
output+=(String.format("\nin that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 64,n2.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67, 0.03505300321585636, insert, 1.0, 0.0, 0.2112676056338028
output+=(String.format("\nin that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 64,n3.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 68, 0.03505300321585636, insert, 1.0, 0.0, 0.2112676056338028
output+=(String.format("\nin that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 64,n4.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 69, 0.03505300321585636, insert, 1.0, 0.0, 0.2112676056338028
n1.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,output+=(String.format("\nin that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 64, 0.03505300321585636, insert, 1.0, 0.0, 0.2112676056338028
n2.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,output+=(String.format("\nin that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 64, 0.03505300321585636, insert, 1.0, 0.0, 0.2112676056338028
n3.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 68,output+=(String.format("\nin that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 64, 0.03505300321585636, insert, 1.0, 0.0, 0.2112676056338028
n4.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 69,output+=(String.format("\nin that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 64, 0.03505300321585636, insert, 1.0, 0.0, 0.2112676056338028
output+=(String.format("Enter thresholds for A  B  C  D")); ,EXPRESSION_STATEMENT, line no: 63,n1.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66, 0.03460312509971703, insert, 1.0, 0.0, 0.2
output+=(String.format("Enter thresholds for A  B  C  D")); ,EXPRESSION_STATEMENT, line no: 63,n2.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67, 0.03460312509971703, insert, 1.0, 0.0, 0.2
output+=(String.format("Enter thresholds for A  B  C  D")); ,EXPRESSION_STATEMENT, line no: 63,n3.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 68, 0.03460312509971703, insert, 1.0, 0.0, 0.2
output+=(String.format("Enter thresholds for A  B  C  D")); ,EXPRESSION_STATEMENT, line no: 63,n4.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 69, 0.03460312509971703, insert, 1.0, 0.0, 0.2
n1.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,output+=(String.format("Enter thresholds for A  B  C  D")); ,EXPRESSION_STATEMENT, line no: 63, 0.03460312509971703, insert, 1.0, 0.0, 0.2
n1.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 70, 0.03460312509971703, insert, 1.0, 0.0, 0.2
n2.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,output+=(String.format("Enter thresholds for A  B  C  D")); ,EXPRESSION_STATEMENT, line no: 63, 0.03460312509971703, insert, 1.0, 0.0, 0.2
n2.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 70, 0.03460312509971703, insert, 1.0, 0.0, 0.2
n3.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 68,output+=(String.format("Enter thresholds for A  B  C  D")); ,EXPRESSION_STATEMENT, line no: 63, 0.03460312509971703, insert, 1.0, 0.0, 0.2
n3.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 68,output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 70, 0.03460312509971703, insert, 1.0, 0.0, 0.2
n4.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 69,output+=(String.format("Enter thresholds for A  B  C  D")); ,EXPRESSION_STATEMENT, line no: 63, 0.03460312509971703, insert, 1.0, 0.0, 0.2
n4.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 69,output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 70, 0.03460312509971703, insert, 1.0, 0.0, 0.2
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 70,n1.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66, 0.03460312509971703, insert, 1.0, 0.0, 0.2
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 70,n2.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67, 0.03460312509971703, insert, 1.0, 0.0, 0.2
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 70,n3.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 68, 0.03460312509971703, insert, 1.0, 0.0, 0.2
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 70,n4.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 69, 0.03460312509971703, insert, 1.0, 0.0, 0.2
output+=(String.format("Enter thresholds for A  B  C  D")); ,EXPRESSION_STATEMENT, line no: 63,output+=(String.format("Student has failed the course\n")); ,EXPRESSION_STATEMENT, line no: 82, 0.027764025767181334, insert, 0.06806282722513089, 1.0, 0.65
output+=(String.format("Enter thresholds for A  B  C  D")); ,EXPRESSION_STATEMENT, line no: 63,output+=(String.format("Student has a C grade\n")); ,EXPRESSION_STATEMENT, line no: 78, 0.026819860754895456, insert, 0.05759162303664921, 1.0, 0.6333333333333333
output+=(String.format("Enter thresholds for A  B  C  D")); ,EXPRESSION_STATEMENT, line no: 63,output+=(String.format("Student has a B grade\n")); ,EXPRESSION_STATEMENT, line no: 76, 0.026680500605480568, insert, 0.05235602094240838, 1.0, 0.6333333333333333
output+=(String.format("Enter thresholds for A  B  C  D")); ,EXPRESSION_STATEMENT, line no: 63,output+=(String.format("Student has an A grade\n")); ,EXPRESSION_STATEMENT, line no: 74, 0.02654114045606568, insert, 0.04712041884816754, 1.0, 0.6333333333333333
output+=(String.format("Enter thresholds for A  B  C  D")); ,EXPRESSION_STATEMENT, line no: 63,output+=(String.format("Student has a D grade\n")); ,EXPRESSION_STATEMENT, line no: 80, 0.02629377619085425, insert, 0.06282722513089005, 1.0, 0.6166666666666667
String,SIMPLE_NAME, line no: 63,String,SIMPLE_NAME, line no: 49, 0.025556342983037827, insert, 0.26666666666666666, 0.0, 1.0
format,SIMPLE_NAME, line no: 63,format,SIMPLE_NAME, line no: 63, 0.025556342983037827, insert, 1.0, 0.0, 1.0
String,SIMPLE_NAME, line no: 65,String,SIMPLE_NAME, line no: 49, 0.025556342983037827, insert, 0.26666666666666666, 0.0, 1.0
format,SIMPLE_NAME, line no: 65,format,SIMPLE_NAME, line no: 63, 0.025556342983037827, insert, 1.0, 0.0, 1.0
scanner,SIMPLE_NAME, line no: 66,scanner,SIMPLE_NAME, line no: 51, 0.025556342983037827, insert, 0.08247422680412371, 1.0, 1.0
nextFloat,SIMPLE_NAME, line no: 66,nextFloat,SIMPLE_NAME, line no: 66, 0.025556342983037827, insert, 1.0, 0.0, 1.0
scanner,SIMPLE_NAME, line no: 67,scanner,SIMPLE_NAME, line no: 51, 0.025556342983037827, insert, 0.08247422680412371, 1.0, 1.0
nextFloat,SIMPLE_NAME, line no: 67,nextFloat,SIMPLE_NAME, line no: 66, 0.025556342983037827, insert, 1.0, 0.0, 1.0
scanner,SIMPLE_NAME, line no: 68,scanner,SIMPLE_NAME, line no: 51, 0.025556342983037827, insert, 0.08247422680412371, 1.0, 1.0
nextFloat,SIMPLE_NAME, line no: 68,nextFloat,SIMPLE_NAME, line no: 66, 0.025556342983037827, insert, 1.0, 0.0, 1.0
scanner,SIMPLE_NAME, line no: 69,scanner,SIMPLE_NAME, line no: 51, 0.025556342983037827, insert, 0.08247422680412371, 1.0, 1.0
nextFloat,SIMPLE_NAME, line no: 69,nextFloat,SIMPLE_NAME, line no: 66, 0.025556342983037827, insert, 1.0, 0.0, 1.0
String,SIMPLE_NAME, line no: 71,String,SIMPLE_NAME, line no: 49, 0.025556342983037827, insert, 0.26666666666666666, 0.0, 1.0
format,SIMPLE_NAME, line no: 71,format,SIMPLE_NAME, line no: 63, 0.025556342983037827, insert, 1.0, 0.0, 1.0
scanner,SIMPLE_NAME, line no: 72,scanner,SIMPLE_NAME, line no: 51, 0.025556342983037827, insert, 0.08247422680412371, 1.0, 1.0
nextFloat,SIMPLE_NAME, line no: 72,nextFloat,SIMPLE_NAME, line no: 66, 0.025556342983037827, insert, 1.0, 0.0, 1.0
output+=(String.format("\nin that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 64,output+=(String.format("Student has failed the course\n")); ,EXPRESSION_STATEMENT, line no: 82, 0.025430283039708543, insert, 0.06806282722513089, 1.0, 0.5915492957746479
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 70,output+=(String.format("Student has failed the course\n")); ,EXPRESSION_STATEMENT, line no: 82, 0.02470298008528329, insert, 0.06806282722513089, 1.0, 0.5733333333333334
output+=(String.format("\nin that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 64,output+=(String.format("Student has an A grade\n")); ,EXPRESSION_STATEMENT, line no: 74, 0.023748147151700653, insert, 0.04712041884816754, 1.0, 0.5633802816901409
output+=(String.format("\nin that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 64,output+=(String.format("Student has a D grade\n")); ,EXPRESSION_STATEMENT, line no: 80, 0.023603879954771156, insert, 0.06282722513089005, 1.0, 0.5492957746478874
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 70,output+=(String.format("Student has a D grade\n")); ,EXPRESSION_STATEMENT, line no: 80, 0.023498908394338644, insert, 0.06282722513089005, 1.0, 0.5466666666666666
output+=(String.format("\nin that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 64,output+=(String.format("Student has a C grade\n")); ,EXPRESSION_STATEMENT, line no: 78, 0.023464519805356267, insert, 0.05759162303664921, 1.0, 0.5492957746478874
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 70,output+=(String.format("Student has a C grade\n")); ,EXPRESSION_STATEMENT, line no: 78, 0.023359548244923756, insert, 0.05759162303664921, 1.0, 0.5466666666666666
output+=(String.format("\nin that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 64,output+=(String.format("Student has a B grade\n")); ,EXPRESSION_STATEMENT, line no: 76, 0.02332515965594138, insert, 0.05235602094240838, 1.0, 0.5492957746478874
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 70,output+=(String.format("Student has a B grade\n")); ,EXPRESSION_STATEMENT, line no: 76, 0.023220188095508864, insert, 0.05235602094240838, 1.0, 0.5466666666666666
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 70,output+=(String.format("Student has an A grade\n")); ,EXPRESSION_STATEMENT, line no: 74, 0.023080827946093972, insert, 0.04712041884816754, 1.0, 0.5466666666666666
n1.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,mainClass.exec(); ,EXPRESSION_STATEMENT, line no: 55, 0.02055562203869618, insert, 0.27225130890052357, 0.0, 0.3333333333333333
n2.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,mainClass.exec(); ,EXPRESSION_STATEMENT, line no: 55, 0.02055562203869618, insert, 0.27225130890052357, 0.0, 0.3333333333333333
n3.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 68,mainClass.exec(); ,EXPRESSION_STATEMENT, line no: 55, 0.02055562203869618, insert, 0.27225130890052357, 0.0, 0.3333333333333333
n4.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 69,mainClass.exec(); ,EXPRESSION_STATEMENT, line no: 55, 0.02055562203869618, insert, 0.27225130890052357, 0.0, 0.3333333333333333
perc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 72,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.019855153919268714, insert, 0.27225130890052357, 0.0, 0.3157894736842105
perc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 72,mainClass.exec(); ,EXPRESSION_STATEMENT, line no: 55, 0.019723816146876058, insert, 0.27225130890052357, 0.0, 0.3125
n1.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.018804451740127508, insert, 0.27225130890052357, 0.0, 0.2894736842105263
n2.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.018804451740127508, insert, 0.27225130890052357, 0.0, 0.2894736842105263
n3.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 68,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.018804451740127508, insert, 0.27225130890052357, 0.0, 0.2894736842105263
n4.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 69,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.018804451740127508, insert, 0.27225130890052357, 0.0, 0.2894736842105263
nextFloat,SIMPLE_NAME, line no: 66,FloatObj,SIMPLE_NAME, line no: 60, 0.018583237715501046, insert, 0.9845360824742269, 0.0, 0.5555555555555556
nextFloat,SIMPLE_NAME, line no: 67,FloatObj,SIMPLE_NAME, line no: 60, 0.018583237715501046, insert, 0.9845360824742269, 0.0, 0.5555555555555556
nextFloat,SIMPLE_NAME, line no: 68,FloatObj,SIMPLE_NAME, line no: 60, 0.018583237715501046, insert, 0.9845360824742269, 0.0, 0.5555555555555556
nextFloat,SIMPLE_NAME, line no: 69,FloatObj,SIMPLE_NAME, line no: 60, 0.018583237715501046, insert, 0.9845360824742269, 0.0, 0.5555555555555556
nextFloat,SIMPLE_NAME, line no: 72,FloatObj,SIMPLE_NAME, line no: 60, 0.018583237715501046, insert, 0.9845360824742269, 0.0, 0.5555555555555556
String,SIMPLE_NAME, line no: 76,String,SIMPLE_NAME, line no: 49, 0.01807106342563529, insert, 0.7142857142857143, 0.0, 1.0
format,SIMPLE_NAME, line no: 76,format,SIMPLE_NAME, line no: 63, 0.01807106342563529, insert, 1.0, 0.0, 1.0
String,SIMPLE_NAME, line no: 78,String,SIMPLE_NAME, line no: 49, 0.01807106342563529, insert, 0.6666666666666666, 0.0, 1.0
format,SIMPLE_NAME, line no: 78,format,SIMPLE_NAME, line no: 63, 0.01807106342563529, insert, 1.0, 0.0, 1.0
String,SIMPLE_NAME, line no: 80,String,SIMPLE_NAME, line no: 49, 0.01807106342563529, insert, 0.625, 0.0, 1.0
format,SIMPLE_NAME, line no: 80,format,SIMPLE_NAME, line no: 63, 0.01807106342563529, insert, 1.0, 0.0, 1.0
output+=(String.format("Enter thresholds for A  B  C  D")); ,EXPRESSION_STATEMENT, line no: 63,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.017893843184871795, insert, 0.27225130890052357, 1.0, 0.26666666666666666
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 70,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.017893843184871795, insert, 0.27225130890052357, 1.0, 0.26666666666666666
output+=(String.format("\nin that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 64,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.01736898538270924, insert, 0.27225130890052357, 1.0, 0.2535211267605634
n1.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,mainClass.scanner=new java.util.Scanner(args[0]); ,EXPRESSION_STATEMENT, line no: 51, 0.01618528775304525, insert, 0.06806282722513089, 0.5, 0.36
n2.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,mainClass.scanner=new java.util.Scanner(args[0]); ,EXPRESSION_STATEMENT, line no: 51, 0.01618528775304525, insert, 0.06806282722513089, 0.5, 0.36
n3.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 68,mainClass.scanner=new java.util.Scanner(args[0]); ,EXPRESSION_STATEMENT, line no: 51, 0.01618528775304525, insert, 0.06806282722513089, 0.5, 0.36
n4.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 69,mainClass.scanner=new java.util.Scanner(args[0]); ,EXPRESSION_STATEMENT, line no: 51, 0.01618528775304525, insert, 0.06806282722513089, 0.5, 0.36
perc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 72,mainClass.scanner=new java.util.Scanner(args[0]); ,EXPRESSION_STATEMENT, line no: 51, 0.01618528775304525, insert, 0.06806282722513089, 0.5, 0.36
n1.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,mainClass.scanner=new java.util.Scanner(System.in); ,EXPRESSION_STATEMENT, line no: 53, 0.015911177059157657, insert, 0.07853403141361257, 0.5, 0.34615384615384615
n2.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,mainClass.scanner=new java.util.Scanner(System.in); ,EXPRESSION_STATEMENT, line no: 53, 0.015911177059157657, insert, 0.07853403141361257, 0.5, 0.34615384615384615
n3.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 68,mainClass.scanner=new java.util.Scanner(System.in); ,EXPRESSION_STATEMENT, line no: 53, 0.015911177059157657, insert, 0.07853403141361257, 0.5, 0.34615384615384615
n4.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 69,mainClass.scanner=new java.util.Scanner(System.in); ,EXPRESSION_STATEMENT, line no: 53, 0.015911177059157657, insert, 0.07853403141361257, 0.5, 0.34615384615384615
perc.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 72,mainClass.scanner=new java.util.Scanner(System.in); ,EXPRESSION_STATEMENT, line no: 53, 0.015911177059157657, insert, 0.07853403141361257, 0.5, 0.34615384615384615
