score.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,A.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64, 0.05522410308067662, insert, 1.0, 1.5, 0.8484848484848485
score.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,B.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65, 0.05522410308067662, insert, 1.0, 1.5, 0.8484848484848485
score.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,C.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66, 0.05522410308067662, insert, 1.0, 1.5, 0.8484848484848485
score.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,D.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67, 0.05522410308067662, insert, 1.0, 1.5, 0.8484848484848485
output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63,output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68, 0.049083182818105385, insert, 1.0, 1.0, 0.68
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68,output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63, 0.049083182818105385, insert, 1.0, 1.0, 0.68
output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62,output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63, 0.045956057954963075, insert, 1.0, 1.0, 0.5942028985507246
output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63,output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62, 0.045956057954963075, insert, 1.0, 1.0, 0.5942028985507246
output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62,output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68, 0.04422346174700584, insert, 1.0, 1.0, 0.5466666666666666
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68,output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62, 0.04422346174700584, insert, 1.0, 1.0, 0.5466666666666666
output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63,score.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70, 0.03275029417480127, insert, 1.0, 0.0, 0.2318840579710145
score.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63, 0.03275029417480127, insert, 1.0, 0.0, 0.2318840579710145
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68,score.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70, 0.03207415906925699, insert, 1.0, 0.0, 0.21333333333333335
score.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68, 0.03207415906925699, insert, 1.0, 0.0, 0.21333333333333335
output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62,score.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70, 0.03194090865279135, insert, 1.0, 0.0, 0.20967741935483872
score.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62, 0.03194090865279135, insert, 1.0, 0.0, 0.20967741935483872
output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63,A.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64, 0.03169383307238832, insert, 1.0, 0.0, 0.2028985507246377
output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63,B.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65, 0.03169383307238832, insert, 1.0, 0.0, 0.2028985507246377
output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63,C.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66, 0.03169383307238832, insert, 1.0, 0.0, 0.2028985507246377
output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63,D.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67, 0.03169383307238832, insert, 1.0, 0.0, 0.2028985507246377
A.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64,output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63, 0.03169383307238832, insert, 1.0, 0.0, 0.2028985507246377
B.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65,output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63, 0.03169383307238832, insert, 1.0, 0.0, 0.2028985507246377
C.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63, 0.03169383307238832, insert, 1.0, 0.0, 0.2028985507246377
D.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63, 0.03169383307238832, insert, 1.0, 0.0, 0.2028985507246377
output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62,A.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64, 0.031353039168384146, insert, 1.0, 0.0, 0.1935483870967742
output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62,B.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65, 0.031353039168384146, insert, 1.0, 0.0, 0.1935483870967742
output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62,C.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66, 0.031353039168384146, insert, 1.0, 0.0, 0.1935483870967742
output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62,D.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67, 0.031353039168384146, insert, 1.0, 0.0, 0.1935483870967742
A.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64,output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62, 0.031353039168384146, insert, 1.0, 0.0, 0.1935483870967742
B.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65,output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62, 0.031353039168384146, insert, 1.0, 0.0, 0.1935483870967742
C.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62, 0.031353039168384146, insert, 1.0, 0.0, 0.1935483870967742
D.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62, 0.031353039168384146, insert, 1.0, 0.0, 0.1935483870967742
A.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64,output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68, 0.031102214855037075, insert, 1.0, 0.0, 0.18666666666666668
B.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65,output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68, 0.031102214855037075, insert, 1.0, 0.0, 0.18666666666666668
C.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68, 0.031102214855037075, insert, 1.0, 0.0, 0.18666666666666668
D.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68, 0.031102214855037075, insert, 1.0, 0.0, 0.18666666666666668
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68,A.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64, 0.031102214855037075, insert, 1.0, 0.0, 0.18666666666666668
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68,B.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65, 0.031102214855037075, insert, 1.0, 0.0, 0.18666666666666668
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68,C.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66, 0.031102214855037075, insert, 1.0, 0.0, 0.18666666666666668
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68,D.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67, 0.031102214855037075, insert, 1.0, 0.0, 0.18666666666666668
output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62,output+=(String.format("Student has failed the course\n")); ,EXPRESSION_STATEMENT, line no: 80, 0.025713606121833283, insert, 0.06629834254143646, 1.0, 0.6612903225806451
String,SIMPLE_NAME, line no: 80,String,SIMPLE_NAME, line no: 49, 0.025040000000000003, insert, 0.625, 0.0, 1.0
format,SIMPLE_NAME, line no: 80,format,SIMPLE_NAME, line no: 62, 0.025040000000000003, insert, 1.0, 0.0, 1.0
output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62,output+=(String.format("Student has an C grade\n")); ,EXPRESSION_STATEMENT, line no: 76, 0.024991490198997917, insert, 0.06077348066298342, 1.0, 0.6451612903225806
output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62,output+=(String.format("Student has an B grade\n")); ,EXPRESSION_STATEMENT, line no: 74, 0.024857243760569754, insert, 0.055248618784530384, 1.0, 0.6451612903225806
output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62,output+=(String.format("Stdent has an A grade\n")); ,EXPRESSION_STATEMENT, line no: 72, 0.02472299732214159, insert, 0.049723756906077346, 1.0, 0.6451612903225806
output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62,output+=(String.format("Student has an D grade\n")); ,EXPRESSION_STATEMENT, line no: 78, 0.024537867153018877, insert, 0.06629834254143646, 1.0, 0.6290322580645161
output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63,output+=(String.format("Student has failed the course\n")); ,EXPRESSION_STATEMENT, line no: 80, 0.0237966404118098, insert, 0.06629834254143646, 1.0, 0.6086956521739131
String,SIMPLE_NAME, line no: 62,String,SIMPLE_NAME, line no: 49, 0.023329642565247808, insert, 0.2756756756756757, 0.0, 1.0
format,SIMPLE_NAME, line no: 62,format,SIMPLE_NAME, line no: 62, 0.023329642565247808, insert, 1.0, 0.0, 1.0
String,SIMPLE_NAME, line no: 63,String,SIMPLE_NAME, line no: 49, 0.023329642565247808, insert, 0.2756756756756757, 0.0, 1.0
format,SIMPLE_NAME, line no: 63,format,SIMPLE_NAME, line no: 62, 0.023329642565247808, insert, 1.0, 0.0, 1.0
scanner,SIMPLE_NAME, line no: 64,scanner,SIMPLE_NAME, line no: 51, 0.023329642565247808, insert, 0.08695652173913043, 1.0, 1.0
nextFloat,SIMPLE_NAME, line no: 64,nextFloat,SIMPLE_NAME, line no: 64, 0.023329642565247808, insert, 1.0, 0.0, 1.0
scanner,SIMPLE_NAME, line no: 65,scanner,SIMPLE_NAME, line no: 51, 0.023329642565247808, insert, 0.08695652173913043, 1.0, 1.0
nextFloat,SIMPLE_NAME, line no: 65,nextFloat,SIMPLE_NAME, line no: 64, 0.023329642565247808, insert, 1.0, 0.0, 1.0
scanner,SIMPLE_NAME, line no: 66,scanner,SIMPLE_NAME, line no: 51, 0.023329642565247808, insert, 0.08695652173913043, 1.0, 1.0
nextFloat,SIMPLE_NAME, line no: 66,nextFloat,SIMPLE_NAME, line no: 64, 0.023329642565247808, insert, 1.0, 0.0, 1.0
scanner,SIMPLE_NAME, line no: 67,scanner,SIMPLE_NAME, line no: 51, 0.023329642565247808, insert, 0.08695652173913043, 1.0, 1.0
nextFloat,SIMPLE_NAME, line no: 67,nextFloat,SIMPLE_NAME, line no: 64, 0.023329642565247808, insert, 1.0, 0.0, 1.0
String,SIMPLE_NAME, line no: 69,String,SIMPLE_NAME, line no: 49, 0.023329642565247808, insert, 0.2756756756756757, 0.0, 1.0
format,SIMPLE_NAME, line no: 69,format,SIMPLE_NAME, line no: 62, 0.023329642565247808, insert, 1.0, 0.0, 1.0
scanner,SIMPLE_NAME, line no: 70,scanner,SIMPLE_NAME, line no: 51, 0.023329642565247808, insert, 0.08695652173913043, 1.0, 1.0
nextFloat,SIMPLE_NAME, line no: 70,nextFloat,SIMPLE_NAME, line no: 64, 0.023329642565247808, insert, 1.0, 0.0, 1.0
output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63,output+=(String.format("Student has an D grade\n")); ,EXPRESSION_STATEMENT, line no: 78, 0.022740179309396855, insert, 0.06629834254143646, 1.0, 0.5797101449275363
output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63,output+=(String.format("Student has an C grade\n")); ,EXPRESSION_STATEMENT, line no: 76, 0.022605932870968688, insert, 0.06077348066298342, 1.0, 0.5797101449275363
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68,output+=(String.format("Student has failed the course\n")); ,EXPRESSION_STATEMENT, line no: 80, 0.02250775786686601, insert, 0.06629834254143646, 1.0, 0.5733333333333334
output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63,output+=(String.format("Student has an B grade\n")); ,EXPRESSION_STATEMENT, line no: 74, 0.022471686432540525, insert, 0.055248618784530384, 1.0, 0.5797101449275363
output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63,output+=(String.format("Stdent has an A grade\n")); ,EXPRESSION_STATEMENT, line no: 72, 0.022337439994112362, insert, 0.049723756906077346, 1.0, 0.5797101449275363
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68,output+=(String.format("Student has an D grade\n")); ,EXPRESSION_STATEMENT, line no: 78, 0.021535813652646094, insert, 0.06629834254143646, 1.0, 0.5466666666666666
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68,output+=(String.format("Student has an C grade\n")); ,EXPRESSION_STATEMENT, line no: 76, 0.021401567214217928, insert, 0.06077348066298342, 1.0, 0.5466666666666666
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68,output+=(String.format("Student has an B grade\n")); ,EXPRESSION_STATEMENT, line no: 74, 0.021267320775789765, insert, 0.055248618784530384, 1.0, 0.5466666666666666
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68,output+=(String.format("Stdent has an A grade\n")); ,EXPRESSION_STATEMENT, line no: 72, 0.02064710223025165, insert, 0.049723756906077346, 1.0, 0.5333333333333333
A.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64,mainClass.exec(); ,EXPRESSION_STATEMENT, line no: 55, 0.019414812509231744, insert, 0.281767955801105, 0.0, 0.3448275862068966
B.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65,mainClass.exec(); ,EXPRESSION_STATEMENT, line no: 55, 0.019414812509231744, insert, 0.281767955801105, 0.0, 0.3448275862068966
C.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,mainClass.exec(); ,EXPRESSION_STATEMENT, line no: 55, 0.019414812509231744, insert, 0.281767955801105, 0.0, 0.3448275862068966
D.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,mainClass.exec(); ,EXPRESSION_STATEMENT, line no: 55, 0.019414812509231744, insert, 0.281767955801105, 0.0, 0.3448275862068966
score.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.019315589529104938, insert, 0.281767955801105, 0.0, 0.34210526315789475
score.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,mainClass.exec(); ,EXPRESSION_STATEMENT, line no: 55, 0.0178913889759717, insert, 0.281767955801105, 0.0, 0.30303030303030304
A.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.017397278579986696, insert, 0.281767955801105, 0.0, 0.2894736842105263
B.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.017397278579986696, insert, 0.281767955801105, 0.0, 0.2894736842105263
C.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.017397278579986696, insert, 0.281767955801105, 0.0, 0.2894736842105263
D.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.017397278579986696, insert, 0.281767955801105, 0.0, 0.2894736842105263
nextFloat,SIMPLE_NAME, line no: 64,FloatObj,SIMPLE_NAME, line no: 60, 0.016956254705031558, insert, 0.9836956521739131, 0.0, 0.5555555555555556
nextFloat,SIMPLE_NAME, line no: 65,FloatObj,SIMPLE_NAME, line no: 60, 0.016956254705031558, insert, 0.9836956521739131, 0.0, 0.5555555555555556
nextFloat,SIMPLE_NAME, line no: 66,FloatObj,SIMPLE_NAME, line no: 60, 0.016956254705031558, insert, 0.9836956521739131, 0.0, 0.5555555555555556
nextFloat,SIMPLE_NAME, line no: 67,FloatObj,SIMPLE_NAME, line no: 60, 0.016956254705031558, insert, 0.9836956521739131, 0.0, 0.5555555555555556
nextFloat,SIMPLE_NAME, line no: 70,FloatObj,SIMPLE_NAME, line no: 60, 0.016956254705031558, insert, 0.9836956521739131, 0.0, 0.5555555555555556
output+=(String.format("Thank you. Now enter student score (percent) >")); ,EXPRESSION_STATEMENT, line no: 68,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.01656601050203546, insert, 0.281767955801105, 1.0, 0.26666666666666666
output+=(String.format("in that order  decreasing percentages > ")); ,EXPRESSION_STATEMENT, line no: 63,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.01635471828155287, insert, 0.281767955801105, 1.0, 0.2608695652173913
output+=(String.format("Enter thresholds for A  B  C  D\n")); ,EXPRESSION_STATEMENT, line no: 62,System.out.println(mainClass.output); ,EXPRESSION_STATEMENT, line no: 56, 0.016252480110351616, insert, 0.281767955801105, 1.0, 0.25806451612903225
format,SIMPLE_NAME, line no: 80,FloatObj,SIMPLE_NAME, line no: 60, 0.01565, insert, 1.0, 0.0, 0.375
scanner,SIMPLE_NAME, line no: 64,score,SIMPLE_NAME, line no: 61, 0.015280191357176282, insert, 0.9836956521739131, 0.0, 0.42857142857142855
scanner,SIMPLE_NAME, line no: 65,score,SIMPLE_NAME, line no: 61, 0.015280191357176282, insert, 0.9836956521739131, 0.0, 0.42857142857142855
scanner,SIMPLE_NAME, line no: 66,score,SIMPLE_NAME, line no: 61, 0.015280191357176282, insert, 0.9836956521739131, 0.0, 0.42857142857142855
scanner,SIMPLE_NAME, line no: 67,score,SIMPLE_NAME, line no: 61, 0.015280191357176282, insert, 0.9836956521739131, 0.0, 0.42857142857142855
scanner,SIMPLE_NAME, line no: 70,score,SIMPLE_NAME, line no: 61, 0.015280191357176282, insert, 0.9836956521739131, 0.0, 0.42857142857142855
format,SIMPLE_NAME, line no: 80,output,SIMPLE_NAME, line no: 49, 0.015024000000000001, insert, 0.625, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 80,score,SIMPLE_NAME, line no: 61, 0.015024000000000001, insert, 1.0, 0.0, 0.3333333333333333
format,SIMPLE_NAME, line no: 80,nextFloat,SIMPLE_NAME, line no: 64, 0.015024000000000001, insert, 1.0, 0.0, 0.3333333333333333
A.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64,mainClass.scanner=new java.util.Scanner(args[0]); ,EXPRESSION_STATEMENT, line no: 51, 0.0148664505915349, insert, 0.0718232044198895, 0.5, 0.36
B.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 65,mainClass.scanner=new java.util.Scanner(args[0]); ,EXPRESSION_STATEMENT, line no: 51, 0.0148664505915349, insert, 0.0718232044198895, 0.5, 0.36
C.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 66,mainClass.scanner=new java.util.Scanner(args[0]); ,EXPRESSION_STATEMENT, line no: 51, 0.0148664505915349, insert, 0.0718232044198895, 0.5, 0.36
D.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 67,mainClass.scanner=new java.util.Scanner(args[0]); ,EXPRESSION_STATEMENT, line no: 51, 0.0148664505915349, insert, 0.0718232044198895, 0.5, 0.36
score.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 70,mainClass.scanner=new java.util.Scanner(args[0]); ,EXPRESSION_STATEMENT, line no: 51, 0.0148664505915349, insert, 0.0718232044198895, 0.5, 0.36
A.value=scanner.nextFloat(); ,EXPRESSION_STATEMENT, line no: 64,mainClass.scanner=new java.util.Scanner(System.in); ,EXPRESSION_STATEMENT, line no: 53, 0.014630280126392428, insert, 0.08287292817679558, 0.5, 0.34615384615384615
